,Prognosis,Prog_obj
1136,26,Hypothyroidism
1137,26,Hypothyroidism
1138,26,Hypothyroidism
1139,26,Hypothyroidism
1140,24,Hyperthyroidism
1141,24,Hyperthyroidism
1142,24,Hyperthyroidism
1143,24,Hyperthyroidism
1144,24,Hyperthyroidism
1145,24,Hyperthyroidism
1146,24,Hyperthyroidism
1147,24,Hyperthyroidism
1148,24,Hyperthyroidism
1149,24,Hyperthyroidism
1150,25,Hypoglycemia
1151,25,Hypoglycemia
1152,25,Hypoglycemia
1153,25,Hypoglycemia
1154,25,Hypoglycemia
1155,25,Hypoglycemia
1156,25,Hypoglycemia
1157,25,Hypoglycemia
1158,25,Hypoglycemia
1159,25,Hypoglycemia
1160,31,Osteoarthristis
1161,31,Osteoarthristis
1162,31,Osteoarthristis
1163,31,Osteoarthristis
1164,31,Osteoarthristis
1165,31,Osteoarthristis
1166,31,Osteoarthristis
1167,31,Osteoarthristis
1168,31,Osteoarthristis
1169,31,Osteoarthristis
1170,5,Arthritis
1171,5,Arthritis
1172,5,Arthritis
1173,5,Arthritis
1174,5,Arthritis
1175,5,Arthritis
1176,5,Arthritis
1177,5,Arthritis
1178,5,Arthritis
1179,5,Arthritis
1180,0,(vertigo) Paroymsal  Positional Vertigo
1181,0,(vertigo) Paroymsal  Positional Vertigo
1182,0,(vertigo) Paroymsal  Positional Vertigo
1183,0,(vertigo) Paroymsal  Positional Vertigo
1184,0,(vertigo) Paroymsal  Positional Vertigo
1185,0,(vertigo) Paroymsal  Positional Vertigo
1186,0,(vertigo) Paroymsal  Positional Vertigo
1187,0,(vertigo) Paroymsal  Positional Vertigo
1188,0,(vertigo) Paroymsal  Positional Vertigo
1189,0,(vertigo) Paroymsal  Positional Vertigo
1190,2,Acne
1191,2,Acne
1192,2,Acne
1193,2,Acne
1194,2,Acne
1195,2,Acne
1196,2,Acne
1197,2,Acne
1198,2,Acne
1199,2,Acne
1200,38,Urinary tract infection
1201,38,Urinary tract infection
1202,38,Urinary tract infection
1203,38,Urinary tract infection
1204,38,Urinary tract infection
1205,38,Urinary tract infection
1206,38,Urinary tract infection
1207,38,Urinary tract infection
1208,38,Urinary tract infection
1209,38,Urinary tract infection
1210,35,Psoriasis
1211,35,Psoriasis
1212,35,Psoriasis
1213,35,Psoriasis
1214,35,Psoriasis
1215,35,Psoriasis
1216,35,Psoriasis
1217,35,Psoriasis
1218,35,Psoriasis
1219,35,Psoriasis
1220,27,Impetigo
1221,27,Impetigo
1222,27,Impetigo
1223,27,Impetigo
1224,27,Impetigo
1225,27,Impetigo
1226,27,Impetigo
1227,27,Impetigo
1228,27,Impetigo
1229,27,Impetigo
1230,15,Fungal infection
1231,15,Fungal infection
1232,15,Fungal infection
1233,15,Fungal infection
1234,15,Fungal infection
1235,15,Fungal infection
1236,15,Fungal infection
1237,15,Fungal infection
1238,15,Fungal infection
1239,15,Fungal infection
1240,4,Allergy
1241,4,Allergy
1242,4,Allergy
1243,4,Allergy
1244,4,Allergy
1245,4,Allergy
1246,4,Allergy
1247,4,Allergy
1248,4,Allergy
1249,4,Allergy
1250,16,GERD
1251,16,GERD
1252,16,GERD
1253,16,GERD
1254,16,GERD
1255,16,GERD
1256,16,GERD
1257,16,GERD
1258,16,GERD
1259,16,GERD
1260,9,Chronic cholestasis
1261,9,Chronic cholestasis
1262,9,Chronic cholestasis
1263,9,Chronic cholestasis
1264,9,Chronic cholestasis
1265,9,Chronic cholestasis
1266,9,Chronic cholestasis
1267,9,Chronic cholestasis
1268,9,Chronic cholestasis
1269,9,Chronic cholestasis
1270,14,Drug Reaction
1271,14,Drug Reaction
1272,14,Drug Reaction
1273,14,Drug Reaction
1274,14,Drug Reaction
1275,14,Drug Reaction
1276,14,Drug Reaction
1277,14,Drug Reaction
1278,14,Drug Reaction
1279,14,Drug Reaction
1280,33,Peptic ulcer diseae
1281,33,Peptic ulcer diseae
1282,33,Peptic ulcer diseae
1283,33,Peptic ulcer diseae
1284,33,Peptic ulcer diseae
1285,33,Peptic ulcer diseae
1286,33,Peptic ulcer diseae
1287,33,Peptic ulcer diseae
1288,33,Peptic ulcer diseae
1289,33,Peptic ulcer diseae
1290,1,AIDS
1291,1,AIDS
1292,1,AIDS
1293,1,AIDS
1294,1,AIDS
1295,1,AIDS
1296,1,AIDS
1297,1,AIDS
1298,1,AIDS
1299,1,AIDS
1300,12,Diabetes 
1301,12,Diabetes 
1302,12,Diabetes 
1303,12,Diabetes 
1304,12,Diabetes 
1305,12,Diabetes 
1306,12,Diabetes 
1307,12,Diabetes 
1308,12,Diabetes 
1309,12,Diabetes 
1310,17,Gastroenteritis
1311,17,Gastroenteritis
1312,17,Gastroenteritis
1313,17,Gastroenteritis
1314,17,Gastroenteritis
1315,17,Gastroenteritis
1316,17,Gastroenteritis
1317,17,Gastroenteritis
1318,17,Gastroenteritis
1319,17,Gastroenteritis
1320,6,Bronchial Asthma
1321,6,Bronchial Asthma
1322,6,Bronchial Asthma
1323,6,Bronchial Asthma
1324,6,Bronchial Asthma
1325,6,Bronchial Asthma
1326,6,Bronchial Asthma
1327,6,Bronchial Asthma
1328,6,Bronchial Asthma
1329,6,Bronchial Asthma
1330,23,Hypertension 
1331,23,Hypertension 
1332,23,Hypertension 
1333,23,Hypertension 
1334,23,Hypertension 
1335,23,Hypertension 
1336,23,Hypertension 
1337,23,Hypertension 
1338,23,Hypertension 
1339,23,Hypertension 
1340,30,Migraine
1341,30,Migraine
1342,30,Migraine
1343,30,Migraine
1344,30,Migraine
1345,30,Migraine
1346,30,Migraine
1347,30,Migraine
1348,30,Migraine
1349,30,Migraine
1350,7,Cervical spondylosis
1351,7,Cervical spondylosis
1352,7,Cervical spondylosis
1353,7,Cervical spondylosis
1354,7,Cervical spondylosis
1355,7,Cervical spondylosis
1356,7,Cervical spondylosis
1357,7,Cervical spondylosis
1358,7,Cervical spondylosis
1359,7,Cervical spondylosis
1360,32,Paralysis (brain hemorrhage)
1361,32,Paralysis (brain hemorrhage)
1362,32,Paralysis (brain hemorrhage)
1363,32,Paralysis (brain hemorrhage)
1364,32,Paralysis (brain hemorrhage)
1365,32,Paralysis (brain hemorrhage)
1366,32,Paralysis (brain hemorrhage)
1367,32,Paralysis (brain hemorrhage)
1368,32,Paralysis (brain hemorrhage)
1369,32,Paralysis (brain hemorrhage)
1370,28,Jaundice
1371,28,Jaundice
1372,28,Jaundice
1373,28,Jaundice
1374,28,Jaundice
1375,28,Jaundice
1376,28,Jaundice
1377,28,Jaundice
1378,28,Jaundice
1379,28,Jaundice
1380,29,Malaria
1381,29,Malaria
1382,29,Malaria
1383,29,Malaria
1384,29,Malaria
1385,29,Malaria
1386,29,Malaria
1387,29,Malaria
1388,29,Malaria
1389,29,Malaria
1390,8,Chicken pox
1391,8,Chicken pox
1392,8,Chicken pox
1393,8,Chicken pox
1394,8,Chicken pox
1395,8,Chicken pox
1396,8,Chicken pox
1397,8,Chicken pox
1398,8,Chicken pox
1399,8,Chicken pox
1400,11,Dengue
1401,11,Dengue
1402,11,Dengue
1403,11,Dengue
1404,11,Dengue
1405,11,Dengue
1406,11,Dengue
1407,11,Dengue
1408,11,Dengue
1409,11,Dengue
1410,37,Typhoid
1411,37,Typhoid
1412,37,Typhoid
1413,37,Typhoid
1414,37,Typhoid
1415,37,Typhoid
1416,37,Typhoid
1417,37,Typhoid
1418,37,Typhoid
1419,37,Typhoid
1420,40,hepatitis A
1421,40,hepatitis A
1422,40,hepatitis A
1423,40,hepatitis A
1424,40,hepatitis A
1425,40,hepatitis A
1426,40,hepatitis A
1427,40,hepatitis A
1428,40,hepatitis A
1429,40,hepatitis A
1430,19,Hepatitis B
1431,19,Hepatitis B
1432,19,Hepatitis B
1433,19,Hepatitis B
1434,19,Hepatitis B
1435,19,Hepatitis B
1436,19,Hepatitis B
1437,19,Hepatitis B
1438,19,Hepatitis B
1439,19,Hepatitis B
1440,20,Hepatitis C
1441,20,Hepatitis C
1442,20,Hepatitis C
1443,20,Hepatitis C
1444,20,Hepatitis C
1445,20,Hepatitis C
1446,20,Hepatitis C
1447,20,Hepatitis C
1448,20,Hepatitis C
1449,20,Hepatitis C
1450,21,Hepatitis D
1451,21,Hepatitis D
1452,21,Hepatitis D
1453,21,Hepatitis D
1454,21,Hepatitis D
1455,21,Hepatitis D
1456,21,Hepatitis D
1457,21,Hepatitis D
1458,21,Hepatitis D
1459,21,Hepatitis D
1460,22,Hepatitis E
1461,22,Hepatitis E
1462,22,Hepatitis E
1463,22,Hepatitis E
1464,22,Hepatitis E
1465,22,Hepatitis E
1466,22,Hepatitis E
1467,22,Hepatitis E
1468,22,Hepatitis E
1469,22,Hepatitis E
1470,3,Alcoholic hepatitis
1471,3,Alcoholic hepatitis
1472,3,Alcoholic hepatitis
1473,3,Alcoholic hepatitis
1474,3,Alcoholic hepatitis
1475,3,Alcoholic hepatitis
1476,3,Alcoholic hepatitis
1477,3,Alcoholic hepatitis
1478,3,Alcoholic hepatitis
1479,3,Alcoholic hepatitis
1480,36,Tuberculosis
1481,36,Tuberculosis
1482,36,Tuberculosis
1483,36,Tuberculosis
1484,36,Tuberculosis
1485,36,Tuberculosis
1486,36,Tuberculosis
1487,36,Tuberculosis
1488,36,Tuberculosis
1489,36,Tuberculosis
1490,10,Common Cold
1491,10,Common Cold
1492,10,Common Cold
1493,10,Common Cold
1494,10,Common Cold
1495,10,Common Cold
1496,10,Common Cold
1497,10,Common Cold
1498,10,Common Cold
1499,10,Common Cold
1500,34,Pneumonia
1501,34,Pneumonia
1502,34,Pneumonia
1503,34,Pneumonia
1504,34,Pneumonia
1505,34,Pneumonia
1506,34,Pneumonia
1507,34,Pneumonia
1508,34,Pneumonia
1509,34,Pneumonia
1510,13,Dimorphic hemmorhoids(piles)
1511,13,Dimorphic hemmorhoids(piles)
1512,13,Dimorphic hemmorhoids(piles)
1513,13,Dimorphic hemmorhoids(piles)
1514,13,Dimorphic hemmorhoids(piles)
1515,13,Dimorphic hemmorhoids(piles)
1516,13,Dimorphic hemmorhoids(piles)
1517,13,Dimorphic hemmorhoids(piles)
1518,13,Dimorphic hemmorhoids(piles)
1519,13,Dimorphic hemmorhoids(piles)
1520,18,Heart attack
1521,18,Heart attack
1522,18,Heart attack
1523,18,Heart attack
1524,18,Heart attack
1525,18,Heart attack
1526,18,Heart attack
1527,18,Heart attack
1528,18,Heart attack
1529,18,Heart attack
1530,39,Varicose veins
1531,39,Varicose veins
1532,39,Varicose veins
1533,39,Varicose veins
1534,39,Varicose veins
1535,39,Varicose veins
1536,39,Varicose veins
1537,39,Varicose veins
1538,39,Varicose veins
1539,39,Varicose veins
1540,26,Hypothyroidism
1541,26,Hypothyroidism
1542,26,Hypothyroidism
1543,26,Hypothyroidism
1544,26,Hypothyroidism
1545,26,Hypothyroidism
1546,26,Hypothyroidism
1547,26,Hypothyroidism
1548,26,Hypothyroidism
1549,26,Hypothyroidism
1550,24,Hyperthyroidism
1551,24,Hyperthyroidism
1552,24,Hyperthyroidism
1553,24,Hyperthyroidism
1554,24,Hyperthyroidism
1555,24,Hyperthyroidism
1556,24,Hyperthyroidism
1557,24,Hyperthyroidism
1558,24,Hyperthyroidism
1559,24,Hyperthyroidism
1560,25,Hypoglycemia
1561,25,Hypoglycemia
1562,25,Hypoglycemia
1563,25,Hypoglycemia
1564,25,Hypoglycemia
1565,25,Hypoglycemia
1566,25,Hypoglycemia
1567,25,Hypoglycemia
1568,25,Hypoglycemia
1569,25,Hypoglycemia
1570,31,Osteoarthristis
1571,31,Osteoarthristis
1572,31,Osteoarthristis
1573,31,Osteoarthristis
1574,31,Osteoarthristis
1575,31,Osteoarthristis
1576,31,Osteoarthristis
1577,31,Osteoarthristis
1578,31,Osteoarthristis
1579,31,Osteoarthristis
1580,5,Arthritis
1581,5,Arthritis
1582,5,Arthritis
1583,5,Arthritis
1584,5,Arthritis
1585,5,Arthritis
1586,5,Arthritis
1587,5,Arthritis
1588,5,Arthritis
1589,5,Arthritis
1590,0,(vertigo) Paroymsal  Positional Vertigo
1591,0,(vertigo) Paroymsal  Positional Vertigo
1592,0,(vertigo) Paroymsal  Positional Vertigo
1593,0,(vertigo) Paroymsal  Positional Vertigo
1594,0,(vertigo) Paroymsal  Positional Vertigo
1595,0,(vertigo) Paroymsal  Positional Vertigo
1596,0,(vertigo) Paroymsal  Positional Vertigo
1597,0,(vertigo) Paroymsal  Positional Vertigo
1598,0,(vertigo) Paroymsal  Positional Vertigo
1599,0,(vertigo) Paroymsal  Positional Vertigo
1600,2,Acne
1601,2,Acne
1602,2,Acne
1603,2,Acne
1604,2,Acne
1605,2,Acne
1606,2,Acne
1607,2,Acne
1608,2,Acne
1609,2,Acne
1610,38,Urinary tract infection
1611,38,Urinary tract infection
1612,38,Urinary tract infection
1613,38,Urinary tract infection
1614,38,Urinary tract infection
1615,38,Urinary tract infection
1616,38,Urinary tract infection
1617,38,Urinary tract infection
1618,38,Urinary tract infection
1619,38,Urinary tract infection
1620,35,Psoriasis
1621,35,Psoriasis
1622,35,Psoriasis
1623,35,Psoriasis
1624,35,Psoriasis
1625,35,Psoriasis
1626,35,Psoriasis
1627,35,Psoriasis
1628,35,Psoriasis
1629,35,Psoriasis
1630,27,Impetigo
1631,27,Impetigo
1632,27,Impetigo
1633,27,Impetigo
1634,27,Impetigo
1635,27,Impetigo
1636,27,Impetigo
1637,27,Impetigo
1638,27,Impetigo
1639,27,Impetigo
1640,15,Fungal infection
1641,15,Fungal infection
1642,15,Fungal infection
1643,15,Fungal infection
1644,15,Fungal infection
1645,15,Fungal infection
1646,15,Fungal infection
1647,15,Fungal infection
1648,15,Fungal infection
1649,15,Fungal infection
1650,4,Allergy
1651,4,Allergy
1652,4,Allergy
1653,4,Allergy
1654,4,Allergy
1655,4,Allergy
1656,4,Allergy
1657,4,Allergy
1658,4,Allergy
1659,4,Allergy
1660,16,GERD
1661,16,GERD
1662,16,GERD
1663,16,GERD
1664,16,GERD
1665,16,GERD
1666,16,GERD
1667,16,GERD
1668,16,GERD
1669,16,GERD
1670,9,Chronic cholestasis
1671,9,Chronic cholestasis
1672,9,Chronic cholestasis
1673,9,Chronic cholestasis
1674,9,Chronic cholestasis
1675,9,Chronic cholestasis
1676,9,Chronic cholestasis
1677,9,Chronic cholestasis
1678,9,Chronic cholestasis
1679,9,Chronic cholestasis
1680,14,Drug Reaction
1681,14,Drug Reaction
1682,14,Drug Reaction
1683,14,Drug Reaction
1684,14,Drug Reaction
1685,14,Drug Reaction
1686,14,Drug Reaction
1687,14,Drug Reaction
1688,14,Drug Reaction
1689,14,Drug Reaction
1690,33,Peptic ulcer diseae
1691,33,Peptic ulcer diseae
1692,33,Peptic ulcer diseae
1693,33,Peptic ulcer diseae
1694,33,Peptic ulcer diseae
1695,33,Peptic ulcer diseae
1696,33,Peptic ulcer diseae
1697,33,Peptic ulcer diseae
1698,33,Peptic ulcer diseae
1699,33,Peptic ulcer diseae
1700,1,AIDS
1701,1,AIDS
1702,1,AIDS
1703,1,AIDS
1704,1,AIDS
1705,1,AIDS
1706,1,AIDS
1707,1,AIDS
1708,1,AIDS
1709,1,AIDS
1710,12,Diabetes 
1711,12,Diabetes 
1712,12,Diabetes 
1713,12,Diabetes 
1714,12,Diabetes 
1715,12,Diabetes 
1716,12,Diabetes 
1717,12,Diabetes 
1718,12,Diabetes 
1719,12,Diabetes 
1720,17,Gastroenteritis
1721,17,Gastroenteritis
1722,17,Gastroenteritis
1723,17,Gastroenteritis
1724,17,Gastroenteritis
1725,17,Gastroenteritis
1726,17,Gastroenteritis
1727,17,Gastroenteritis
1728,17,Gastroenteritis
1729,17,Gastroenteritis
1730,6,Bronchial Asthma
1731,6,Bronchial Asthma
1732,6,Bronchial Asthma
1733,6,Bronchial Asthma
1734,6,Bronchial Asthma
1735,6,Bronchial Asthma
1736,6,Bronchial Asthma
1737,6,Bronchial Asthma
1738,6,Bronchial Asthma
1739,6,Bronchial Asthma
1740,23,Hypertension 
1741,23,Hypertension 
1742,23,Hypertension 
1743,23,Hypertension 
1744,23,Hypertension 
1745,23,Hypertension 
1746,23,Hypertension 
1747,23,Hypertension 
1748,23,Hypertension 
1749,23,Hypertension 
1750,30,Migraine
1751,30,Migraine
1752,30,Migraine
1753,30,Migraine
1754,30,Migraine
1755,30,Migraine
1756,30,Migraine
1757,30,Migraine
1758,30,Migraine
1759,30,Migraine
1760,7,Cervical spondylosis
1761,7,Cervical spondylosis
1762,7,Cervical spondylosis
1763,7,Cervical spondylosis
1764,7,Cervical spondylosis
1765,7,Cervical spondylosis
1766,7,Cervical spondylosis
1767,7,Cervical spondylosis
1768,7,Cervical spondylosis
1769,7,Cervical spondylosis
1770,32,Paralysis (brain hemorrhage)
1771,32,Paralysis (brain hemorrhage)
1772,32,Paralysis (brain hemorrhage)
1773,32,Paralysis (brain hemorrhage)
1774,32,Paralysis (brain hemorrhage)
1775,32,Paralysis (brain hemorrhage)
1776,32,Paralysis (brain hemorrhage)
1777,32,Paralysis (brain hemorrhage)
1778,32,Paralysis (brain hemorrhage)
1779,32,Paralysis (brain hemorrhage)
1780,28,Jaundice
1781,28,Jaundice
1782,28,Jaundice
1783,28,Jaundice
1784,28,Jaundice
1785,28,Jaundice
1786,28,Jaundice
1787,28,Jaundice
1788,28,Jaundice
1789,28,Jaundice
1790,29,Malaria
1791,29,Malaria
1792,29,Malaria
1793,29,Malaria
1794,29,Malaria
1795,29,Malaria
1796,29,Malaria
1797,29,Malaria
1798,29,Malaria
1799,29,Malaria
1800,8,Chicken pox
1801,8,Chicken pox
1802,8,Chicken pox
1803,8,Chicken pox
1804,8,Chicken pox
1805,8,Chicken pox
1806,8,Chicken pox
1807,8,Chicken pox
1808,8,Chicken pox
1809,8,Chicken pox
1810,11,Dengue
1811,11,Dengue
1812,11,Dengue
1813,11,Dengue
1814,11,Dengue
1815,11,Dengue
1816,11,Dengue
1817,11,Dengue
1818,11,Dengue
1819,11,Dengue
1820,37,Typhoid
1821,37,Typhoid
1822,37,Typhoid
1823,37,Typhoid
1824,37,Typhoid
1825,37,Typhoid
1826,37,Typhoid
1827,37,Typhoid
1828,37,Typhoid
1829,37,Typhoid
1830,40,hepatitis A
1831,40,hepatitis A
1832,40,hepatitis A
1833,40,hepatitis A
1834,40,hepatitis A
1835,40,hepatitis A
1836,40,hepatitis A
1837,40,hepatitis A
1838,40,hepatitis A
1839,40,hepatitis A
1840,19,Hepatitis B
1841,19,Hepatitis B
1842,19,Hepatitis B
1843,19,Hepatitis B
1844,19,Hepatitis B
1845,19,Hepatitis B
1846,19,Hepatitis B
1847,19,Hepatitis B
1848,19,Hepatitis B
1849,19,Hepatitis B
1850,20,Hepatitis C
1851,20,Hepatitis C
1852,20,Hepatitis C
1853,20,Hepatitis C
1854,20,Hepatitis C
1855,20,Hepatitis C
1856,20,Hepatitis C
1857,20,Hepatitis C
1858,20,Hepatitis C
1859,20,Hepatitis C
1860,21,Hepatitis D
1861,21,Hepatitis D
1862,21,Hepatitis D
1863,21,Hepatitis D
1864,21,Hepatitis D
1865,21,Hepatitis D
1866,21,Hepatitis D
1867,21,Hepatitis D
1868,21,Hepatitis D
1869,21,Hepatitis D
1870,22,Hepatitis E
1871,22,Hepatitis E
1872,22,Hepatitis E
1873,22,Hepatitis E
1874,22,Hepatitis E
1875,22,Hepatitis E
1876,22,Hepatitis E
1877,22,Hepatitis E
1878,22,Hepatitis E
1879,22,Hepatitis E
1880,3,Alcoholic hepatitis
1881,3,Alcoholic hepatitis
1882,3,Alcoholic hepatitis
1883,3,Alcoholic hepatitis
1884,3,Alcoholic hepatitis
1885,3,Alcoholic hepatitis
1886,3,Alcoholic hepatitis
1887,3,Alcoholic hepatitis
1888,3,Alcoholic hepatitis
1889,3,Alcoholic hepatitis
1890,36,Tuberculosis
1891,36,Tuberculosis
1892,36,Tuberculosis
1893,36,Tuberculosis
1894,36,Tuberculosis
1895,36,Tuberculosis
1896,36,Tuberculosis
1897,36,Tuberculosis
1898,36,Tuberculosis
1899,36,Tuberculosis
1900,10,Common Cold
1901,10,Common Cold
1902,10,Common Cold
1903,10,Common Cold
1904,10,Common Cold
1905,10,Common Cold
1906,10,Common Cold
1907,10,Common Cold
1908,10,Common Cold
1909,10,Common Cold
1910,34,Pneumonia
1911,34,Pneumonia
1912,34,Pneumonia
1913,34,Pneumonia
1914,34,Pneumonia
1915,34,Pneumonia
1916,34,Pneumonia
1917,34,Pneumonia
1918,34,Pneumonia
1919,34,Pneumonia
1920,13,Dimorphic hemmorhoids(piles)
1921,13,Dimorphic hemmorhoids(piles)
1922,13,Dimorphic hemmorhoids(piles)
1923,13,Dimorphic hemmorhoids(piles)
1924,13,Dimorphic hemmorhoids(piles)
1925,13,Dimorphic hemmorhoids(piles)
1926,13,Dimorphic hemmorhoids(piles)
1927,13,Dimorphic hemmorhoids(piles)
1928,13,Dimorphic hemmorhoids(piles)
1929,13,Dimorphic hemmorhoids(piles)
1930,18,Heart attack
1931,18,Heart attack
1932,18,Heart attack
1933,18,Heart attack
1934,18,Heart attack
1935,18,Heart attack
1936,18,Heart attack
1937,18,Heart attack
1938,18,Heart attack
1939,18,Heart attack
1940,39,Varicose veins
1941,39,Varicose veins
1942,39,Varicose veins
1943,39,Varicose veins
1944,39,Varicose veins
1945,39,Varicose veins
1946,39,Varicose veins
1947,39,Varicose veins
1948,39,Varicose veins
1949,39,Varicose veins
1950,26,Hypothyroidism
1951,26,Hypothyroidism
1952,26,Hypothyroidism
1953,26,Hypothyroidism
1954,26,Hypothyroidism
1955,26,Hypothyroidism
1956,26,Hypothyroidism
1957,26,Hypothyroidism
1958,26,Hypothyroidism
1959,26,Hypothyroidism
1960,24,Hyperthyroidism
1961,24,Hyperthyroidism
1962,24,Hyperthyroidism
1963,24,Hyperthyroidism
1964,24,Hyperthyroidism
1965,24,Hyperthyroidism
1966,24,Hyperthyroidism
1967,24,Hyperthyroidism
1968,24,Hyperthyroidism
1969,24,Hyperthyroidism
1970,25,Hypoglycemia
1971,25,Hypoglycemia
1972,25,Hypoglycemia
1973,25,Hypoglycemia
1974,25,Hypoglycemia
1975,25,Hypoglycemia
1976,25,Hypoglycemia
1977,25,Hypoglycemia
1978,25,Hypoglycemia
1979,25,Hypoglycemia
1980,31,Osteoarthristis
1981,31,Osteoarthristis
1982,31,Osteoarthristis
1983,31,Osteoarthristis
1984,31,Osteoarthristis
1985,31,Osteoarthristis
1986,31,Osteoarthristis
1987,31,Osteoarthristis
1988,31,Osteoarthristis
1989,31,Osteoarthristis
1990,5,Arthritis
1991,5,Arthritis
1992,5,Arthritis
1993,5,Arthritis
1994,5,Arthritis
1995,5,Arthritis
1996,5,Arthritis
1997,5,Arthritis
1998,5,Arthritis
1999,5,Arthritis
2000,0,(vertigo) Paroymsal  Positional Vertigo
2001,0,(vertigo) Paroymsal  Positional Vertigo
2002,0,(vertigo) Paroymsal  Positional Vertigo
2003,0,(vertigo) Paroymsal  Positional Vertigo
2004,0,(vertigo) Paroymsal  Positional Vertigo
2005,0,(vertigo) Paroymsal  Positional Vertigo
2006,0,(vertigo) Paroymsal  Positional Vertigo
2007,0,(vertigo) Paroymsal  Positional Vertigo
2008,0,(vertigo) Paroymsal  Positional Vertigo
2009,0,(vertigo) Paroymsal  Positional Vertigo
2010,2,Acne
2011,2,Acne
2012,2,Acne
2013,2,Acne
2014,2,Acne
2015,2,Acne
2016,2,Acne
2017,2,Acne
2018,2,Acne
2019,2,Acne
2020,38,Urinary tract infection
2021,38,Urinary tract infection
2022,38,Urinary tract infection
2023,38,Urinary tract infection
2024,38,Urinary tract infection
2025,38,Urinary tract infection
2026,38,Urinary tract infection
2027,38,Urinary tract infection
2028,38,Urinary tract infection
2029,38,Urinary tract infection
2030,35,Psoriasis
2031,35,Psoriasis
2032,35,Psoriasis
2033,35,Psoriasis
2034,35,Psoriasis
2035,35,Psoriasis
2036,35,Psoriasis
2037,35,Psoriasis
2038,35,Psoriasis
2039,35,Psoriasis
2040,27,Impetigo
2041,27,Impetigo
2042,27,Impetigo
2043,27,Impetigo
2044,27,Impetigo
2045,27,Impetigo
2046,27,Impetigo
2047,27,Impetigo
2048,27,Impetigo
2049,27,Impetigo
2050,15,Fungal infection
2051,15,Fungal infection
2052,15,Fungal infection
2053,15,Fungal infection
2054,15,Fungal infection
2055,15,Fungal infection
2056,15,Fungal infection
2057,15,Fungal infection
2058,15,Fungal infection
2059,15,Fungal infection
2060,4,Allergy
2061,4,Allergy
2062,4,Allergy
2063,4,Allergy
2064,4,Allergy
2065,4,Allergy
2066,4,Allergy
2067,4,Allergy
2068,4,Allergy
2069,4,Allergy
2070,16,GERD
2071,16,GERD
2072,16,GERD
2073,16,GERD
2074,16,GERD
2075,16,GERD
2076,16,GERD
2077,16,GERD
2078,16,GERD
2079,16,GERD
2080,9,Chronic cholestasis
2081,9,Chronic cholestasis
2082,9,Chronic cholestasis
2083,9,Chronic cholestasis
2084,9,Chronic cholestasis
2085,9,Chronic cholestasis
2086,9,Chronic cholestasis
2087,9,Chronic cholestasis
2088,9,Chronic cholestasis
2089,9,Chronic cholestasis
2090,14,Drug Reaction
2091,14,Drug Reaction
2092,14,Drug Reaction
2093,14,Drug Reaction
2094,14,Drug Reaction
2095,14,Drug Reaction
2096,14,Drug Reaction
2097,14,Drug Reaction
2098,14,Drug Reaction
2099,14,Drug Reaction
2100,33,Peptic ulcer diseae
2101,33,Peptic ulcer diseae
2102,33,Peptic ulcer diseae
2103,33,Peptic ulcer diseae
2104,33,Peptic ulcer diseae
2105,33,Peptic ulcer diseae
2106,33,Peptic ulcer diseae
2107,33,Peptic ulcer diseae
2108,33,Peptic ulcer diseae
2109,33,Peptic ulcer diseae
2110,1,AIDS
2111,1,AIDS
2112,1,AIDS
2113,1,AIDS
2114,1,AIDS
2115,1,AIDS
2116,1,AIDS
2117,1,AIDS
2118,1,AIDS
2119,1,AIDS
2120,12,Diabetes 
2121,12,Diabetes 
2122,12,Diabetes 
2123,12,Diabetes 
2124,12,Diabetes 
2125,12,Diabetes 
2126,12,Diabetes 
2127,12,Diabetes 
2128,12,Diabetes 
2129,12,Diabetes 
2130,17,Gastroenteritis
2131,17,Gastroenteritis
2132,17,Gastroenteritis
2133,17,Gastroenteritis
2134,17,Gastroenteritis
2135,17,Gastroenteritis
2136,17,Gastroenteritis
2137,17,Gastroenteritis
2138,17,Gastroenteritis
2139,17,Gastroenteritis
2140,6,Bronchial Asthma
2141,6,Bronchial Asthma
2142,6,Bronchial Asthma
2143,6,Bronchial Asthma
2144,6,Bronchial Asthma
2145,6,Bronchial Asthma
2146,6,Bronchial Asthma
2147,6,Bronchial Asthma
2148,6,Bronchial Asthma
2149,6,Bronchial Asthma
2150,23,Hypertension 
2151,23,Hypertension 
2152,23,Hypertension 
2153,23,Hypertension 
2154,23,Hypertension 
2155,23,Hypertension 
2156,23,Hypertension 
2157,23,Hypertension 
2158,23,Hypertension 
2159,23,Hypertension 
2160,30,Migraine
2161,30,Migraine
2162,30,Migraine
2163,30,Migraine
2164,30,Migraine
2165,30,Migraine
2166,30,Migraine
2167,30,Migraine
2168,30,Migraine
2169,30,Migraine
2170,7,Cervical spondylosis
2171,7,Cervical spondylosis
2172,7,Cervical spondylosis
2173,7,Cervical spondylosis
2174,7,Cervical spondylosis
2175,7,Cervical spondylosis
2176,7,Cervical spondylosis
2177,7,Cervical spondylosis
2178,7,Cervical spondylosis
2179,7,Cervical spondylosis
2180,32,Paralysis (brain hemorrhage)
2181,32,Paralysis (brain hemorrhage)
2182,32,Paralysis (brain hemorrhage)
2183,32,Paralysis (brain hemorrhage)
2184,32,Paralysis (brain hemorrhage)
2185,32,Paralysis (brain hemorrhage)
2186,32,Paralysis (brain hemorrhage)
